degrees,values
1798,-0.0349
1799,-0.0175
1800,-0.0
1801,0.0175
1802,0.0349
1803,0.0523
1804,0.0698
1805,0.0872
1806,0.1045
1807,0.1219
1808,0.1392
1809,0.1564
1810,0.1736
1811,0.1908
1812,0.2079
1813,0.225
1814,0.2419
1815,0.2588
1816,0.2756
1817,0.2924
1818,0.309
1819,0.3256
1820,0.342
1821,0.3584
1822,0.3746
1823,0.3907
1824,0.4067
1825,0.4226
1826,0.4384
1827,0.454
1828,0.4695
1829,0.4848
1830,0.5
1831,0.515
1832,0.5299
1833,0.5446
1834,0.5592
1835,0.5736
1836,0.5878
1837,0.6018
1838,0.6157
1839,0.6293
1840,0.6428
1841,0.6561
1842,0.6691
1843,0.682
1844,0.6947
1845,0.7071
1846,0.7193
1847,0.7314
1848,0.7431
1849,0.7547
1850,0.766
1851,0.7771
1852,0.788
1853,0.7986
1854,0.809
1855,0.8192
1856,0.829
1857,0.8387
1858,0.848
1859,0.8572
1860,0.866
1861,0.8746
1862,0.8829
1863,0.891
1864,0.8988
1865,0.9063
1866,0.9135
1867,0.9205
1868,0.9272
1869,0.9336
1870,0.9397
1871,0.9455
1872,0.9511
1873,0.9563
1874,0.9613
1875,0.9659
1876,0.9703
1877,0.9744
1878,0.9781
1879,0.9816
1880,0.9848
1881,0.9877
1882,0.9903
1883,0.9925
1884,0.9945
1885,0.9962
1886,0.9976
1887,0.9986
1888,0.9994
1889,0.9998
1890,1.0
1891,0.9998
1892,0.9994
1893,0.9986
1894,0.9976
1895,0.9962
1896,0.9945
1897,0.9925
1898,0.9903
1899,0.9877
1900,0.9848
1901,0.9816
1902,0.9781
1903,0.9744
1904,0.9703
1905,0.9659
1906,0.9613
1907,0.9563
1908,0.9511
1909,0.9455
1910,0.9397
1911,0.9336
1912,0.9272
1913,0.9205
1914,0.9135
1915,0.9063
1916,0.8988
1917,0.891
1918,0.8829
1919,0.8746
1920,0.866
1921,0.8572
1922,0.848
1923,0.8387
1924,0.829
1925,0.8192
1926,0.809
1927,0.7986
1928,0.788
1929,0.7771
1930,0.766
1931,0.7547
1932,0.7431
1933,0.7314
1934,0.7193
1935,0.7071
1936,0.6947
1937,0.682
1938,0.6691
1939,0.6561
1940,0.6428
1941,0.6293
1942,0.6157
1943,0.6018
1944,0.5878
1945,0.5736
1946,0.5592
1947,0.5446
1948,0.5299
1949,0.515
1950,0.5
1951,0.4848
1952,0.4695
1953,0.454
1954,0.4384
1955,0.4226
1956,0.4067
1957,0.3907
1958,0.3746
1959,0.3584
1960,0.342
1961,0.3256
1962,0.309
1963,0.2924
1964,0.2756
1965,0.2588
1966,0.2419
1967,0.225
1968,0.2079
1969,0.1908
1970,0.1736
1971,0.1564
1972,0.1392
1973,0.1219
1974,0.1045
1975,0.0872
1976,0.0698
1977,0.0523
1978,0.0349
1979,0.0175
1980,-0.0
1981,-0.0175
1982,-0.0349
1983,-0.0523
1984,-0.0698
1985,-0.0872
1986,-0.1045
1987,-0.1219
1988,-0.1392
1989,-0.1564
1990,-0.1736
1991,-0.1908
1992,-0.2079
1993,-0.225
1994,-0.2419
1995,-0.2588
1996,-0.2756
1997,-0.2924
1998,-0.309
1999,-0.3256
2000,-0.342
2001,-0.3584
2002,-0.3746
2003,-0.3907
2004,-0.4067
2005,-0.4226
2006,-0.4384
2007,-0.454
2008,-0.4695
2009,-0.4848
2010,-0.5
2011,-0.515
2012,-0.5299
2013,-0.5446
2014,-0.5592
2015,-0.5736
2016,-0.5878
2017,-0.6018
2018,-0.6157
2019,-0.6293
2020,-0.6428
2021,-0.6561
2022,-0.6691
2023,-0.682
2024,-0.6947
2025,-0.7071
2026,-0.7193
2027,-0.7314
2028,-0.7431
2029,-0.7547
2030,-0.766
2031,-0.7771
2032,-0.788
2033,-0.7986
2034,-0.809
2035,-0.8192
2036,-0.829
2037,-0.8387
2038,-0.848
2039,-0.8572
2040,-0.866
2041,-0.8746
2042,-0.8829
2043,-0.891
2044,-0.8988
2045,-0.9063
2046,-0.9135
2047,-0.9205
2048,-0.9272
2049,-0.9336
2050,-0.9397
2051,-0.9455
2052,-0.9511
2053,-0.9563
2054,-0.9613
2055,-0.9659
2056,-0.9703
2057,-0.9744
2058,-0.9781
2059,-0.9816
2060,-0.9848
2061,-0.9877
2062,-0.9903
2063,-0.9925
2064,-0.9945
2065,-0.9962
2066,-0.9976
2067,-0.9986
2068,-0.9994
2069,-0.9998
2070,-1.0
2071,-0.9998
2072,-0.9994
2073,-0.9986
2074,-0.9976
2075,-0.9962
2076,-0.9945
2077,-0.9925
2078,-0.9903
2079,-0.9877
2080,-0.9848
2081,-0.9816
2082,-0.9781
2083,-0.9744
2084,-0.9703
2085,-0.9659
2086,-0.9613
2087,-0.9563
2088,-0.9511
2089,-0.9455
2090,-0.9397
2091,-0.9336
2092,-0.9272
2093,-0.9205
2094,-0.9135
2095,-0.9063
2096,-0.8988
2097,-0.891
2098,-0.8829
2099,-0.8746
2100,-0.866
2101,-0.8572
2102,-0.848
2103,-0.8387
2104,-0.829
2105,-0.8192
2106,-0.809
2107,-0.7986
2108,-0.788
2109,-0.7771
2110,-0.766
2111,-0.7547
2112,-0.7431
2113,-0.7314
2114,-0.7193
2115,-0.7071
2116,-0.6947
2117,-0.682
2118,-0.6691
2119,-0.6561
2120,-0.6428
2121,-0.6293
2122,-0.6157
2123,-0.6018
2124,-0.5878
2125,-0.5736
2126,-0.5592
2127,-0.5446
2128,-0.5299
2129,-0.515
2130,-0.5
2131,-0.4848
2132,-0.4695
2133,-0.454
2134,-0.4384
2135,-0.4226
2136,-0.4067
2137,-0.3907
2138,-0.3746
2139,-0.3584
2140,-0.342
2141,-0.3256
2142,-0.309
2143,-0.2924
2144,-0.2756
2145,-0.2588
2146,-0.2419
2147,-0.225
2148,-0.2079
2149,-0.1908
2150,-0.1736
2151,-0.1564
2152,-0.1392
2153,-0.1219
2154,-0.1045
2155,-0.0872
2156,-0.0698
2157,-0.0523
2158,-0.0349
2159,-0.0175
2160,-0.0
2161,0.0175
2162,0.0349
2163,0.0523
2164,0.0698
2165,0.0872
2166,0.1045
2167,0.1219
2168,0.1392
2169,0.1564
2170,0.1736
2171,0.1908
2172,0.2079
2173,0.225
2174,0.2419
2175,0.2588
2176,0.2756
2177,0.2924
2178,0.309
2179,0.3256
2180,0.342
2181,0.3584
2182,0.3746
2183,0.3907
2184,0.4067
2185,0.4226
2186,0.4384
2187,0.454
2188,0.4695
2189,0.4848
2190,0.5
2191,0.515
2192,0.5299
2193,0.5446
2194,0.5592
2195,0.5736
2196,0.5878
2197,0.6018
2198,0.6157
2199,0.6293
2200,0.6428
2201,0.6561
2202,0.6691
2203,0.682
2204,0.6947
2205,0.7071
2206,0.7193
2207,0.7314
2208,0.7431
2209,0.7547
2210,0.766
2211,0.7771
2212,0.788
2213,0.7986
2214,0.809
2215,0.8192
2216,0.829
2217,0.8387
2218,0.848
2219,0.8572
2220,0.866
2221,0.8746
2222,0.8829
2223,0.891
2224,0.8988
2225,0.9063
2226,0.9135
2227,0.9205
2228,0.9272
2229,0.9336
2230,0.9397
2231,0.9455
2232,0.9511
2233,0.9563
2234,0.9613
2235,0.9659
2236,0.9703
2237,0.9744
2238,0.9781
2239,0.9816
2240,0.9848
2241,0.9877
2242,0.9903
2243,0.9925
2244,0.9945
2245,0.9962
2246,0.9976
2247,0.9986
2248,0.9994
2249,0.9998
2250,1.0
2251,0.9998
2252,0.9994
2253,0.9986
2254,0.9976
2255,0.9962
2256,0.9945
2257,0.9925
2258,0.9903
2259,0.9877
2260,0.9848
2261,0.9816
2262,0.9781
2263,0.9744
2264,0.9703
2265,0.9659
2266,0.9613
2267,0.9563
2268,0.9511
2269,0.9455
2270,0.9397
2271,0.9336
2272,0.9272
2273,0.9205
2274,0.9135
2275,0.9063
2276,0.8988
2277,0.891
2278,0.8829
2279,0.8746
2280,0.866
2281,0.8572
2282,0.848
2283,0.8387
2284,0.829
2285,0.8192
2286,0.809
2287,0.7986
2288,0.788
2289,0.7771
2290,0.766
2291,0.7547
2292,0.7431
2293,0.7314
2294,0.7193
2295,0.7071
2296,0.6947
2297,0.682
2298,0.6691
2299,0.6561
2300,0.6428
2301,0.6293
2302,0.6157
2303,0.6018
2304,0.5878
2305,0.5736
2306,0.5592
2307,0.5446
2308,0.5299
2309,0.515
2310,0.5
2311,0.4848
2312,0.4695
2313,0.454
2314,0.4384
2315,0.4226
2316,0.4067
2317,0.3907
2318,0.3746
2319,0.3584
2320,0.342
2321,0.3256
2322,0.309
2323,0.2924
2324,0.2756
2325,0.2588
2326,0.2419
2327,0.225
2328,0.2079
2329,0.1908
2330,0.1736
2331,0.1564
2332,0.1392
2333,0.1219
2334,0.1045
2335,0.0872
2336,0.0698
2337,0.0523
2338,0.0349
2339,0.0175
2340,-0.0
2341,-0.0175
2342,-0.0349
2343,-0.0523
2344,-0.0698
2345,-0.0872
2346,-0.1045
2347,-0.1219
2348,-0.1392
2349,-0.1564
2350,-0.1736
2351,-0.1908
2352,-0.2079
2353,-0.225
2354,-0.2419
2355,-0.2588
2356,-0.2756
2357,-0.2924
2358,-0.309
2359,-0.3256
2360,-0.342
2361,-0.3584
2362,-0.3746
2363,-0.3907
2364,-0.4067
2365,-0.4226
2366,-0.4384
2367,-0.454
2368,-0.4695
2369,-0.4848
2370,-0.5
2371,-0.515
2372,-0.5299
2373,-0.5446
2374,-0.5592
2375,-0.5736
2376,-0.5878
2377,-0.6018
2378,-0.6157
2379,-0.6293
2380,-0.6428
2381,-0.6561
2382,-0.6691
2383,-0.682
2384,-0.6947
2385,-0.7071
2386,-0.7193
2387,-0.7314
2388,-0.7431
2389,-0.7547
2390,-0.766
2391,-0.7771
2392,-0.788
2393,-0.7986
2394,-0.809
2395,-0.8192
2396,-0.829
2397,-0.8387
2398,-0.848
2399,-0.8572
2400,-0.866
2401,-0.8746
2402,-0.8829
2403,-0.891
2404,-0.8988
2405,-0.9063
2406,-0.9135
2407,-0.9205
2408,-0.9272
2409,-0.9336
2410,-0.9397
2411,-0.9455
2412,-0.9511
2413,-0.9563
2414,-0.9613
2415,-0.9659
2416,-0.9703
2417,-0.9744
2418,-0.9781
2419,-0.9816
2420,-0.9848
2421,-0.9877
2422,-0.9903
2423,-0.9925
2424,-0.9945
2425,-0.9962
2426,-0.9976
2427,-0.9986
2428,-0.9994
2429,-0.9998
2430,-1.0
2431,-0.9998
2432,-0.9994
2433,-0.9986
2434,-0.9976
2435,-0.9962
2436,-0.9945
2437,-0.9925
2438,-0.9903
2439,-0.9877
2440,-0.9848
2441,-0.9816
2442,-0.9781
2443,-0.9744
2444,-0.9703
2445,-0.9659
2446,-0.9613
2447,-0.9563
2448,-0.9511
2449,-0.9455
2450,-0.9397
2451,-0.9336
2452,-0.9272
2453,-0.9205
2454,-0.9135
2455,-0.9063
2456,-0.8988
2457,-0.891
2458,-0.8829
2459,-0.8746
2460,-0.866
2461,-0.8572
2462,-0.848
2463,-0.8387
2464,-0.829
2465,-0.8192
2466,-0.809
2467,-0.7986
2468,-0.788
2469,-0.7771
2470,-0.766
2471,-0.7547
2472,-0.7431
2473,-0.7314
2474,-0.7193
2475,-0.7071
2476,-0.6947
2477,-0.682
2478,-0.6691
2479,-0.6561
2480,-0.6428
2481,-0.6293
2482,-0.6157
2483,-0.6018
2484,-0.5878
2485,-0.5736
2486,-0.5592
2487,-0.5446
2488,-0.5299
2489,-0.515
2490,-0.5
2491,-0.4848
2492,-0.4695
2493,-0.454
2494,-0.4384
2495,-0.4226
2496,-0.4067
2497,-0.3907
2498,-0.3746
2499,-0.3584
2500,-0.342
2501,-0.3256
2502,-0.309
2503,-0.2924
2504,-0.2756
2505,-0.2588
2506,-0.2419
2507,-0.225
2508,-0.2079
2509,-0.1908
2510,-0.1736
2511,-0.1564
2512,-0.1392
2513,-0.1219
2514,-0.1045
2515,-0.0872
2516,-0.0698
2517,-0.0523
2518,-0.0349
2519,-0.0175
2520,-0.0
2521,0.0175
2522,0.0349
2523,0.0523
2524,0.0698
2525,0.0872
2526,0.1045
2527,0.1219
2528,0.1392
2529,0.1564
2530,0.1736
2531,0.1908
2532,0.2079
2533,0.225
2534,0.2419
2535,0.2588
2536,0.2756
2537,0.2924
2538,0.309
2539,0.3256
2540,0.342
2541,0.3584
2542,0.3746
2543,0.3907
2544,0.4067
2545,0.4226
2546,0.4384
2547,0.454
2548,0.4695
2549,0.4848
2550,0.5
2551,0.515
2552,0.5299
2553,0.5446
2554,0.5592
2555,0.5736
2556,0.5878
2557,0.6018
2558,0.6157
2559,0.6293
2560,0.6428
2561,0.6561
2562,0.6691
2563,0.682
2564,0.6947
2565,0.7071
2566,0.7193
2567,0.7314
2568,0.7431
2569,0.7547
2570,0.766
2571,0.7771
2572,0.788
2573,0.7986
2574,0.809
2575,0.8192
2576,0.829
2577,0.8387
2578,0.848
2579,0.8572
2580,0.866
2581,0.8746
2582,0.8829
2583,0.891
2584,0.8988
2585,0.9063
2586,0.9135
2587,0.9205
2588,0.9272
2589,0.9336
2590,0.9397
2591,0.9455
2592,0.9511
2593,0.9563
2594,0.9613
2595,0.9659
2596,0.9703
2597,0.9744
2598,0.9781
2599,0.9816
2600,0.9848
2601,0.9877
2602,0.9903
2603,0.9925
2604,0.9945
2605,0.9962
2606,0.9976
2607,0.9986
2608,0.9994
2609,0.9998
2610,1.0
2611,0.9998
2612,0.9994
2613,0.9986
2614,0.9976
2615,0.9962
2616,0.9945
2617,0.9925
2618,0.9903
2619,0.9877
2620,0.9848
2621,0.9816
2622,0.9781
2623,0.9744
2624,0.9703
2625,0.9659
2626,0.9613
2627,0.9563
2628,0.9511
2629,0.9455
2630,0.9397
2631,0.9336
2632,0.9272
2633,0.9205
2634,0.9135
2635,0.9063
2636,0.8988
2637,0.891
2638,0.8829
2639,0.8746
2640,0.866
2641,0.8572
2642,0.848
2643,0.8387
2644,0.829
2645,0.8192
2646,0.809
2647,0.7986
2648,0.788
2649,0.7771
2650,0.766
2651,0.7547
2652,0.7431
2653,0.7314
2654,0.7193
2655,0.7071
2656,0.6947
2657,0.682
2658,0.6691
2659,0.6561
2660,0.6428
2661,0.6293
2662,0.6157
2663,0.6018
2664,0.5878
2665,0.5736
2666,0.5592
2667,0.5446
2668,0.5299
2669,0.515
2670,0.5
2671,0.4848
2672,0.4695
2673,0.454
2674,0.4384
2675,0.4226
2676,0.4067
2677,0.3907
2678,0.3746
2679,0.3584
2680,0.342
2681,0.3256
2682,0.309
2683,0.2924
2684,0.2756
2685,0.2588
2686,0.2419
2687,0.225
2688,0.2079
2689,0.1908
2690,0.1736
2691,0.1564
2692,0.1392
2693,0.1219
2694,0.1045
2695,0.0872
2696,0.0698
2697,0.0523
2698,0.0349
2699,0.0175
2700,-0.0
2701,-0.0175
2702,-0.0349
2703,-0.0523
2704,-0.0698
2705,-0.0872
2706,-0.1045
2707,-0.1219
2708,-0.1392
2709,-0.1564
2710,-0.1736
2711,-0.1908
2712,-0.2079
2713,-0.225
2714,-0.2419
2715,-0.2588
2716,-0.2756
2717,-0.2924
2718,-0.309
2719,-0.3256
2720,-0.342
2721,-0.3584
2722,-0.3746
2723,-0.3907
2724,-0.4067
2725,-0.4226
2726,-0.4384
2727,-0.454
2728,-0.4695
2729,-0.4848
2730,-0.5
2731,-0.515
2732,-0.5299
2733,-0.5446
2734,-0.5592
2735,-0.5736
2736,-0.5878
2737,-0.6018
2738,-0.6157
2739,-0.6293
2740,-0.6428
2741,-0.6561
2742,-0.6691
2743,-0.682
2744,-0.6947
2745,-0.7071
2746,-0.7193
2747,-0.7314
2748,-0.7431
2749,-0.7547
2750,-0.766
2751,-0.7771
2752,-0.788
2753,-0.7986
2754,-0.809
2755,-0.8192
2756,-0.829
2757,-0.8387
2758,-0.848
2759,-0.8572
2760,-0.866
2761,-0.8746
2762,-0.8829
2763,-0.891
2764,-0.8988
2765,-0.9063
2766,-0.9135
2767,-0.9205
2768,-0.9272
2769,-0.9336
2770,-0.9397
2771,-0.9455
2772,-0.9511
2773,-0.9563
2774,-0.9613
2775,-0.9659
2776,-0.9703
2777,-0.9744
2778,-0.9781
2779,-0.9816
2780,-0.9848
2781,-0.9877
2782,-0.9903
2783,-0.9925
2784,-0.9945
2785,-0.9962
2786,-0.9976
2787,-0.9986
2788,-0.9994
2789,-0.9998
2790,-1.0
2791,-0.9998
2792,-0.9994
2793,-0.9986
2794,-0.9976
2795,-0.9962
2796,-0.9945
2797,-0.9925
2798,-0.9903
2799,-0.9877
2800,-0.9848
2801,-0.9816
2802,-0.9781
2803,-0.9744
2804,-0.9703
2805,-0.9659
2806,-0.9613
2807,-0.9563
2808,-0.9511
2809,-0.9455
2810,-0.9397
2811,-0.9336
2812,-0.9272
2813,-0.9205
2814,-0.9135
2815,-0.9063
2816,-0.8988
2817,-0.891
2818,-0.8829
2819,-0.8746
2820,-0.866
2821,-0.8572
2822,-0.848
2823,-0.8387
2824,-0.829
2825,-0.8192
2826,-0.809
2827,-0.7986
2828,-0.788
2829,-0.7771
2830,-0.766
2831,-0.7547
2832,-0.7431
2833,-0.7314
2834,-0.7193
2835,-0.7071
2836,-0.6947
2837,-0.682
2838,-0.6691
2839,-0.6561
2840,-0.6428
2841,-0.6293
2842,-0.6157
2843,-0.6018
2844,-0.5878
2845,-0.5736
2846,-0.5592
2847,-0.5446
2848,-0.5299
2849,-0.515
2850,-0.5
2851,-0.4848
2852,-0.4695
2853,-0.454
2854,-0.4384
2855,-0.4226
2856,-0.4067
2857,-0.3907
2858,-0.3746
2859,-0.3584
2860,-0.342
2861,-0.3256
2862,-0.309
2863,-0.2924
2864,-0.2756
2865,-0.2588
2866,-0.2419
2867,-0.225
2868,-0.2079
2869,-0.1908
2870,-0.1736
2871,-0.1564
2872,-0.1392
2873,-0.1219
2874,-0.1045
2875,-0.0872
2876,-0.0698
2877,-0.0523
2878,-0.0349
2879,-0.0175
2880,-0.0
2881,0.0175
2882,0.0349
2883,0.0523
2884,0.0698
2885,0.0872
2886,0.1045
2887,0.1219
2888,0.1392
2889,0.1564
2890,0.1736
2891,0.1908
2892,0.2079
2893,0.225
2894,0.2419
2895,0.2588
2896,0.2756
2897,0.2924
2898,0.309
2899,0.3256
2900,0.342
2901,0.3584
2902,0.3746
2903,0.3907
2904,0.4067
2905,0.4226
2906,0.4384
2907,0.454
2908,0.4695
2909,0.4848
2910,0.5
2911,0.515
2912,0.5299
2913,0.5446
2914,0.5592
2915,0.5736
2916,0.5878
2917,0.6018
2918,0.6157
2919,0.6293
2920,0.6428
2921,0.6561
2922,0.6691
2923,0.682
2924,0.6947
2925,0.7071
2926,0.7193
2927,0.7314
2928,0.7431
2929,0.7547
2930,0.766
2931,0.7771
2932,0.788
2933,0.7986
2934,0.809
2935,0.8192
2936,0.829
2937,0.8387
2938,0.848
2939,0.8572
2940,0.866
2941,0.8746
2942,0.8829
2943,0.891
2944,0.8988
2945,0.9063
2946,0.9135
2947,0.9205
2948,0.9272
2949,0.9336
2950,0.9397
2951,0.9455
2952,0.9511
2953,0.9563
2954,0.9613
2955,0.9659
2956,0.9703
2957,0.9744
2958,0.9781
2959,0.9816
2960,0.9848
2961,0.9877
2962,0.9903
2963,0.9925
2964,0.9945
2965,0.9962
2966,0.9976
2967,0.9986
2968,0.9994
2969,0.9998
2970,1.0
2971,0.9998
2972,0.9994
2973,0.9986
2974,0.9976
2975,0.9962
2976,0.9945
2977,0.9925
2978,0.9903
2979,0.9877
2980,0.9848
2981,0.9816
2982,0.9781
2983,0.9744
2984,0.9703
2985,0.9659
2986,0.9613
2987,0.9563
2988,0.9511
2989,0.9455
2990,0.9397
2991,0.9336
2992,0.9272
2993,0.9205
2994,0.9135
2995,0.9063
2996,0.8988
2997,0.891
2998,0.8829
2999,0.8746
3000,0.866
3001,0.8572
3002,0.848
3003,0.8387
3004,0.829
3005,0.8192
3006,0.809
3007,0.7986
3008,0.788
3009,0.7771
3010,0.766
3011,0.7547
3012,0.7431
3013,0.7314
3014,0.7193
3015,0.7071
3016,0.6947
3017,0.682
3018,0.6691
3019,0.6561
3020,0.6428
3021,0.6293
3022,0.6157
3023,0.6018
3024,0.5878
3025,0.5736
3026,0.5592
3027,0.5446
3028,0.5299
3029,0.515
3030,0.5
3031,0.4848
3032,0.4695
3033,0.454
3034,0.4384
3035,0.4226
3036,0.4067
3037,0.3907
3038,0.3746
3039,0.3584
3040,0.342
3041,0.3256
3042,0.309
3043,0.2924
3044,0.2756
3045,0.2588
3046,0.2419
3047,0.225
3048,0.2079
3049,0.1908
3050,0.1736
3051,0.1564
3052,0.1392
3053,0.1219
3054,0.1045
3055,0.0872
3056,0.0698
3057,0.0523
3058,0.0349
3059,0.0175
3060,-0.0
3061,-0.0175
3062,-0.0349
3063,-0.0523
3064,-0.0698
3065,-0.0872
3066,-0.1045
3067,-0.1219
3068,-0.1392
3069,-0.1564
3070,-0.1736
3071,-0.1908
3072,-0.2079
3073,-0.225
3074,-0.2419
3075,-0.2588
3076,-0.2756
3077,-0.2924
3078,-0.309
3079,-0.3256
3080,-0.342
3081,-0.3584
3082,-0.3746
3083,-0.3907
3084,-0.4067
3085,-0.4226
3086,-0.4384
3087,-0.454
3088,-0.4695
3089,-0.4848
3090,-0.5
3091,-0.515
3092,-0.5299
3093,-0.5446
3094,-0.5592
3095,-0.5736
3096,-0.5878
3097,-0.6018
3098,-0.6157
3099,-0.6293
3100,-0.6428
3101,-0.6561
3102,-0.6691
3103,-0.682
3104,-0.6947
3105,-0.7071
3106,-0.7193
3107,-0.7314
3108,-0.7431
3109,-0.7547
3110,-0.766
3111,-0.7771
3112,-0.788
3113,-0.7986
3114,-0.809
3115,-0.8192
3116,-0.829
3117,-0.8387
3118,-0.848
3119,-0.8572
3120,-0.866
3121,-0.8746
3122,-0.8829
3123,-0.891
3124,-0.8988
3125,-0.9063
3126,-0.9135
3127,-0.9205
3128,-0.9272
3129,-0.9336
3130,-0.9397
3131,-0.9455
3132,-0.9511
3133,-0.9563
3134,-0.9613
3135,-0.9659
3136,-0.9703
3137,-0.9744
3138,-0.9781
3139,-0.9816
3140,-0.9848
3141,-0.9877
3142,-0.9903
3143,-0.9925
3144,-0.9945
3145,-0.9962
3146,-0.9976
3147,-0.9986
3148,-0.9994
3149,-0.9998
3150,-1.0
3151,-0.9998
3152,-0.9994
3153,-0.9986
3154,-0.9976
3155,-0.9962
3156,-0.9945
3157,-0.9925
3158,-0.9903
3159,-0.9877
3160,-0.9848
3161,-0.9816
3162,-0.9781
3163,-0.9744
3164,-0.9703
3165,-0.9659
3166,-0.9613
3167,-0.9563
3168,-0.9511
3169,-0.9455
3170,-0.9397
3171,-0.9336
3172,-0.9272
3173,-0.9205
3174,-0.9135
3175,-0.9063
3176,-0.8988
3177,-0.891
3178,-0.8829
3179,-0.8746
3180,-0.866
3181,-0.8572
3182,-0.848
3183,-0.8387
3184,-0.829
3185,-0.8192
3186,-0.809
3187,-0.7986
3188,-0.788
3189,-0.7771
3190,-0.766
3191,-0.7547
3192,-0.7431
3193,-0.7314
3194,-0.7193
3195,-0.7071
3196,-0.6947
3197,-0.682
3198,-0.6691
3199,-0.6561
3200,-0.6428
3201,-0.6293
3202,-0.6157
3203,-0.6018
3204,-0.5878
3205,-0.5736
3206,-0.5592
3207,-0.5446
3208,-0.5299
3209,-0.515
3210,-0.5
3211,-0.4848
3212,-0.4695
3213,-0.454
3214,-0.4384
3215,-0.4226
3216,-0.4067
3217,-0.3907
3218,-0.3746
3219,-0.3584
3220,-0.342
3221,-0.3256
3222,-0.309
3223,-0.2924
3224,-0.2756
3225,-0.2588
3226,-0.2419
3227,-0.225
3228,-0.2079
3229,-0.1908
3230,-0.1736
3231,-0.1564
3232,-0.1392
3233,-0.1219
3234,-0.1045
3235,-0.0872
3236,-0.0698
3237,-0.0523
3238,-0.0349
3239,-0.0175
3240,-0.0
3241,0.0175
3242,0.0349
3243,0.0523
3244,0.0698
3245,0.0872
3246,0.1045
3247,0.1219
3248,0.1392
3249,0.1564
3250,0.1736
3251,0.1908
3252,0.2079
3253,0.225
3254,0.2419
3255,0.2588
3256,0.2756
3257,0.2924
3258,0.309
3259,0.3256
3260,0.342
3261,0.3584
3262,0.3746
3263,0.3907
3264,0.4067
3265,0.4226
3266,0.4384
3267,0.454
3268,0.4695
3269,0.4848
3270,0.5
3271,0.515
3272,0.5299
3273,0.5446
3274,0.5592
3275,0.5736
3276,0.5878
3277,0.6018
3278,0.6157
3279,0.6293
3280,0.6428
3281,0.6561
3282,0.6691
3283,0.682
3284,0.6947
3285,0.7071
3286,0.7193
3287,0.7314
3288,0.7431
3289,0.7547
3290,0.766
3291,0.7771
3292,0.788
3293,0.7986
3294,0.809
3295,0.8192
3296,0.829
3297,0.8387
3298,0.848
3299,0.8572
3300,0.866
3301,0.8746
3302,0.8829
3303,0.891
3304,0.8988
3305,0.9063
3306,0.9135
3307,0.9205
3308,0.9272
3309,0.9336
3310,0.9397
3311,0.9455
3312,0.9511
3313,0.9563
3314,0.9613
3315,0.9659
3316,0.9703
3317,0.9744
3318,0.9781
3319,0.9816
3320,0.9848
3321,0.9877
3322,0.9903
3323,0.9925
3324,0.9945
3325,0.9962
3326,0.9976
3327,0.9986
3328,0.9994
3329,0.9998
3330,1.0
3331,0.9998
3332,0.9994
3333,0.9986
3334,0.9976
3335,0.9962
3336,0.9945
3337,0.9925
3338,0.9903
3339,0.9877
3340,0.9848
3341,0.9816
3342,0.9781
3343,0.9744
3344,0.9703
3345,0.9659
3346,0.9613
3347,0.9563
3348,0.9511
3349,0.9455
3350,0.9397
3351,0.9336
3352,0.9272
3353,0.9205
3354,0.9135
3355,0.9063
3356,0.8988
3357,0.891
3358,0.8829
3359,0.8746
3360,0.866
3361,0.8572
3362,0.848
3363,0.8387
3364,0.829
3365,0.8192
3366,0.809
3367,0.7986
3368,0.788
3369,0.7771
3370,0.766
3371,0.7547
3372,0.7431
3373,0.7314
3374,0.7193
3375,0.7071
3376,0.6947
3377,0.682
3378,0.6691
3379,0.6561
3380,0.6428
3381,0.6293
3382,0.6157
3383,0.6018
3384,0.5878
3385,0.5736
3386,0.5592
3387,0.5446
3388,0.5299
3389,0.515
3390,0.5
3391,0.4848
3392,0.4695
3393,0.454
3394,0.4384
3395,0.4226
3396,0.4067
3397,0.3907
3398,0.3746
3399,0.3584
3400,0.342
3401,0.3256
3402,0.309
3403,0.2924
3404,0.2756
3405,0.2588
3406,0.2419
3407,0.225
3408,0.2079
3409,0.1908
3410,0.1736
3411,0.1564
3412,0.1392
3413,0.1219
3414,0.1045
3415,0.0872
3416,0.0698
3417,0.0523
3418,0.0349
3419,0.0175
3420,-0.0
3421,-0.0175
3422,-0.0349
3423,-0.0523
3424,-0.0698
3425,-0.0872
3426,-0.1045
3427,-0.1219
3428,-0.1392
3429,-0.1564
3430,-0.1736
3431,-0.1908
3432,-0.2079
3433,-0.225
3434,-0.2419
3435,-0.2588
3436,-0.2756
3437,-0.2924
3438,-0.309
3439,-0.3256
3440,-0.342
3441,-0.3584
3442,-0.3746
3443,-0.3907
3444,-0.4067
3445,-0.4226
3446,-0.4384
3447,-0.454
3448,-0.4695
3449,-0.4848
3450,-0.5
3451,-0.515
3452,-0.5299
3453,-0.5446
3454,-0.5592
3455,-0.5736
3456,-0.5878
3457,-0.6018
3458,-0.6157
3459,-0.6293
3460,-0.6428
3461,-0.6561
3462,-0.6691
3463,-0.682
3464,-0.6947
3465,-0.7071
3466,-0.7193
3467,-0.7314
3468,-0.7431
3469,-0.7547
3470,-0.766
3471,-0.7771
3472,-0.788
3473,-0.7986
