degrees,values
11684,0.2756
11685,0.2588
11686,0.2419
11687,0.225
11688,0.2079
11689,0.1908
11690,0.1736
11691,0.1564
11692,0.1392
11693,0.1219
11694,0.1045
11695,0.0872
11696,0.0698
11697,0.0523
11698,0.0349
11699,0.0175
11700,-0.0
11701,-0.0175
11702,-0.0349
11703,-0.0523
11704,-0.0698
11705,-0.0872
11706,-0.1045
11707,-0.1219
11708,-0.1392
11709,-0.1564
11710,-0.1736
11711,-0.1908
11712,-0.2079
11713,-0.225
11714,-0.2419
11715,-0.2588
11716,-0.2756
11717,-0.2924
11718,-0.309
11719,-0.3256
11720,-0.342
11721,-0.3584
11722,-0.3746
11723,-0.3907
11724,-0.4067
11725,-0.4226
11726,-0.4384
11727,-0.454
11728,-0.4695
11729,-0.4848
11730,-0.5
11731,-0.515
11732,-0.5299
11733,-0.5446
11734,-0.5592
11735,-0.5736
11736,-0.5878
11737,-0.6018
11738,-0.6157
11739,-0.6293
11740,-0.6428
11741,-0.6561
11742,-0.6691
11743,-0.682
11744,-0.6947
11745,-0.7071
11746,-0.7193
11747,-0.7314
11748,-0.7431
11749,-0.7547
11750,-0.766
11751,-0.7771
11752,-0.788
11753,-0.7986
11754,-0.809
11755,-0.8192
11756,-0.829
11757,-0.8387
11758,-0.848
11759,-0.8572
11760,-0.866
11761,-0.8746
11762,-0.8829
11763,-0.891
11764,-0.8988
11765,-0.9063
11766,-0.9135
11767,-0.9205
11768,-0.9272
11769,-0.9336
11770,-0.9397
11771,-0.9455
11772,-0.9511
11773,-0.9563
11774,-0.9613
11775,-0.9659
11776,-0.9703
11777,-0.9744
11778,-0.9781
11779,-0.9816
11780,-0.9848
11781,-0.9877
11782,-0.9903
11783,-0.9925
11784,-0.9945
11785,-0.9962
11786,-0.9976
11787,-0.9986
11788,-0.9994
11789,-0.9998
11790,-1.0
11791,-0.9998
11792,-0.9994
11793,-0.9986
11794,-0.9976
11795,-0.9962
11796,-0.9945
11797,-0.9925
11798,-0.9903
11799,-0.9877
11800,-0.9848
11801,-0.9816
11802,-0.9781
11803,-0.9744
11804,-0.9703
11805,-0.9659
11806,-0.9613
11807,-0.9563
11808,-0.9511
11809,-0.9455
11810,-0.9397
11811,-0.9336
11812,-0.9272
11813,-0.9205
11814,-0.9135
11815,-0.9063
11816,-0.8988
11817,-0.891
11818,-0.8829
11819,-0.8746
11820,-0.866
11821,-0.8572
11822,-0.848
11823,-0.8387
11824,-0.829
11825,-0.8192
11826,-0.809
11827,-0.7986
11828,-0.788
11829,-0.7771
11830,-0.766
11831,-0.7547
11832,-0.7431
11833,-0.7314
11834,-0.7193
11835,-0.7071
11836,-0.6947
11837,-0.682
11838,-0.6691
11839,-0.6561
11840,-0.6428
11841,-0.6293
11842,-0.6157
11843,-0.6018
11844,-0.5878
11845,-0.5736
11846,-0.5592
11847,-0.5446
11848,-0.5299
11849,-0.515
11850,-0.5
11851,-0.4848
11852,-0.4695
11853,-0.454
11854,-0.4384
11855,-0.4226
11856,-0.4067
11857,-0.3907
11858,-0.3746
11859,-0.3584
11860,-0.342
11861,-0.3256
11862,-0.309
11863,-0.2924
11864,-0.2756
11865,-0.2588
11866,-0.2419
11867,-0.225
11868,-0.2079
11869,-0.1908
11870,-0.1736
11871,-0.1564
11872,-0.1392
11873,-0.1219
11874,-0.1045
11875,-0.0872
11876,-0.0698
11877,-0.0523
11878,-0.0349
11879,-0.0175
11880,-0.0
11881,0.0175
11882,0.0349
11883,0.0523
11884,0.0698
11885,0.0872
11886,0.1045
11887,0.1219
11888,0.1392
11889,0.1564
11890,0.1736
11891,0.1908
11892,0.2079
11893,0.225
11894,0.2419
11895,0.2588
11896,0.2756
11897,0.2924
11898,0.309
11899,0.3256
11900,0.342
11901,0.3584
11902,0.3746
11903,0.3907
11904,0.4067
11905,0.4226
11906,0.4384
11907,0.454
11908,0.4695
11909,0.4848
11910,0.5
11911,0.515
11912,0.5299
11913,0.5446
11914,0.5592
11915,0.5736
11916,0.5878
11917,0.6018
11918,0.6157
11919,0.6293
11920,0.6428
11921,0.6561
11922,0.6691
11923,0.682
11924,0.6947
11925,0.7071
11926,0.7193
11927,0.7314
11928,0.7431
11929,0.7547
11930,0.766
11931,0.7771
11932,0.788
11933,0.7986
11934,0.809
11935,0.8192
11936,0.829
11937,0.8387
11938,0.848
11939,0.8572
11940,0.866
11941,0.8746
11942,0.8829
11943,0.891
11944,0.8988
11945,0.9063
11946,0.9135
11947,0.9205
11948,0.9272
11949,0.9336
11950,0.9397
11951,0.9455
11952,0.9511
11953,0.9563
11954,0.9613
11955,0.9659
11956,0.9703
11957,0.9744
11958,0.9781
11959,0.9816
11960,0.9848
11961,0.9877
11962,0.9903
11963,0.9925
11964,0.9945
11965,0.9962
11966,0.9976
11967,0.9986
11968,0.9994
11969,0.9998
11970,1.0
11971,0.9998
11972,0.9994
11973,0.9986
11974,0.9976
11975,0.9962
11976,0.9945
11977,0.9925
11978,0.9903
11979,0.9877
11980,0.9848
11981,0.9816
11982,0.9781
11983,0.9744
11984,0.9703
11985,0.9659
11986,0.9613
11987,0.9563
11988,0.9511
11989,0.9455
11990,0.9397
11991,0.9336
11992,0.9272
11993,0.9205
11994,0.9135
11995,0.9063
11996,0.8988
11997,0.891
11998,0.8829
11999,0.8746
12000,0.866
12001,0.8572
12002,0.848
12003,0.8387
12004,0.829
12005,0.8192
12006,0.809
12007,0.7986
12008,0.788
12009,0.7771
12010,0.766
12011,0.7547
12012,0.7431
12013,0.7314
12014,0.7193
12015,0.7071
12016,0.6947
12017,0.682
12018,0.6691
12019,0.6561
12020,0.6428
12021,0.6293
12022,0.6157
12023,0.6018
12024,0.5878
12025,0.5736
12026,0.5592
12027,0.5446
12028,0.5299
12029,0.515
12030,0.5
12031,0.4848
12032,0.4695
12033,0.454
12034,0.4384
12035,0.4226
12036,0.4067
12037,0.3907
12038,0.3746
12039,0.3584
12040,0.342
12041,0.3256
12042,0.309
12043,0.2924
12044,0.2756
12045,0.2588
12046,0.2419
12047,0.225
12048,0.2079
12049,0.1908
12050,0.1736
12051,0.1564
12052,0.1392
12053,0.1219
12054,0.1045
12055,0.0872
12056,0.0698
12057,0.0523
12058,0.0349
12059,0.0175
12060,0.0
12061,-0.0175
12062,-0.0349
12063,-0.0523
12064,-0.0698
12065,-0.0872
12066,-0.1045
12067,-0.1219
12068,-0.1392
12069,-0.1564
12070,-0.1736
12071,-0.1908
12072,-0.2079
12073,-0.225
12074,-0.2419
12075,-0.2588
12076,-0.2756
12077,-0.2924
12078,-0.309
12079,-0.3256
12080,-0.342
12081,-0.3584
12082,-0.3746
12083,-0.3907
12084,-0.4067
12085,-0.4226
12086,-0.4384
12087,-0.454
12088,-0.4695
12089,-0.4848
12090,-0.5
12091,-0.515
12092,-0.5299
12093,-0.5446
12094,-0.5592
12095,-0.5736
12096,-0.5878
12097,-0.6018
12098,-0.6157
12099,-0.6293
12100,-0.6428
12101,-0.6561
12102,-0.6691
12103,-0.682
12104,-0.6947
12105,-0.7071
12106,-0.7193
12107,-0.7314
12108,-0.7431
12109,-0.7547
12110,-0.766
12111,-0.7771
12112,-0.788
12113,-0.7986
12114,-0.809
12115,-0.8192
12116,-0.829
12117,-0.8387
12118,-0.848
12119,-0.8572
12120,-0.866
12121,-0.8746
12122,-0.8829
12123,-0.891
12124,-0.8988
12125,-0.9063
12126,-0.9135
12127,-0.9205
12128,-0.9272
12129,-0.9336
12130,-0.9397
12131,-0.9455
12132,-0.9511
12133,-0.9563
12134,-0.9613
12135,-0.9659
12136,-0.9703
12137,-0.9744
12138,-0.9781
12139,-0.9816
12140,-0.9848
12141,-0.9877
12142,-0.9903
12143,-0.9925
12144,-0.9945
12145,-0.9962
12146,-0.9976
12147,-0.9986
12148,-0.9994
12149,-0.9998
12150,-1.0
12151,-0.9998
12152,-0.9994
12153,-0.9986
12154,-0.9976
12155,-0.9962
12156,-0.9945
12157,-0.9925
12158,-0.9903
12159,-0.9877
12160,-0.9848
12161,-0.9816
12162,-0.9781
12163,-0.9744
12164,-0.9703
12165,-0.9659
12166,-0.9613
12167,-0.9563
12168,-0.9511
12169,-0.9455
12170,-0.9397
12171,-0.9336
12172,-0.9272
12173,-0.9205
12174,-0.9135
12175,-0.9063
12176,-0.8988
12177,-0.891
12178,-0.8829
12179,-0.8746
12180,-0.866
12181,-0.8572
12182,-0.848
12183,-0.8387
12184,-0.829
12185,-0.8192
12186,-0.809
12187,-0.7986
12188,-0.788
12189,-0.7771
12190,-0.766
12191,-0.7547
12192,-0.7431
12193,-0.7314
12194,-0.7193
12195,-0.7071
12196,-0.6947
12197,-0.682
12198,-0.6691
12199,-0.6561
12200,-0.6428
12201,-0.6293
12202,-0.6157
12203,-0.6018
12204,-0.5878
12205,-0.5736
12206,-0.5592
12207,-0.5446
12208,-0.5299
12209,-0.515
12210,-0.5
12211,-0.4848
12212,-0.4695
12213,-0.454
12214,-0.4384
12215,-0.4226
12216,-0.4067
12217,-0.3907
12218,-0.3746
12219,-0.3584
12220,-0.342
12221,-0.3256
12222,-0.309
12223,-0.2924
12224,-0.2756
12225,-0.2588
12226,-0.2419
12227,-0.225
12228,-0.2079
12229,-0.1908
12230,-0.1736
12231,-0.1564
12232,-0.1392
12233,-0.1219
12234,-0.1045
12235,-0.0872
12236,-0.0698
12237,-0.0523
12238,-0.0349
12239,-0.0175
12240,0.0
12241,0.0175
12242,0.0349
12243,0.0523
12244,0.0698
12245,0.0872
12246,0.1045
12247,0.1219
12248,0.1392
12249,0.1564
12250,0.1736
12251,0.1908
12252,0.2079
12253,0.225
12254,0.2419
12255,0.2588
12256,0.2756
12257,0.2924
12258,0.309
12259,0.3256
12260,0.342
12261,0.3584
12262,0.3746
12263,0.3907
12264,0.4067
12265,0.4226
12266,0.4384
12267,0.454
12268,0.4695
12269,0.4848
12270,0.5
12271,0.515
12272,0.5299
12273,0.5446
12274,0.5592
12275,0.5736
12276,0.5878
12277,0.6018
12278,0.6157
12279,0.6293
12280,0.6428
12281,0.6561
12282,0.6691
12283,0.682
12284,0.6947
12285,0.7071
12286,0.7193
12287,0.7314
12288,0.7431
12289,0.7547
12290,0.766
12291,0.7771
12292,0.788
12293,0.7986
12294,0.809
12295,0.8192
12296,0.829
12297,0.8387
12298,0.848
12299,0.8572
12300,0.866
12301,0.8746
12302,0.8829
12303,0.891
12304,0.8988
12305,0.9063
12306,0.9135
12307,0.9205
12308,0.9272
12309,0.9336
12310,0.9397
12311,0.9455
12312,0.9511
12313,0.9563
12314,0.9613
12315,0.9659
12316,0.9703
12317,0.9744
12318,0.9781
12319,0.9816
12320,0.9848
12321,0.9877
12322,0.9903
12323,0.9925
12324,0.9945
12325,0.9962
12326,0.9976
12327,0.9986
12328,0.9994
12329,0.9998
12330,1.0
12331,0.9998
12332,0.9994
12333,0.9986
12334,0.9976
12335,0.9962
12336,0.9945
12337,0.9925
12338,0.9903
12339,0.9877
12340,0.9848
12341,0.9816
12342,0.9781
12343,0.9744
12344,0.9703
12345,0.9659
12346,0.9613
12347,0.9563
12348,0.9511
12349,0.9455
12350,0.9397
12351,0.9336
12352,0.9272
12353,0.9205
12354,0.9135
12355,0.9063
12356,0.8988
12357,0.891
12358,0.8829
12359,0.8746
12360,0.866
12361,0.8572
12362,0.848
12363,0.8387
12364,0.829
12365,0.8192
12366,0.809
12367,0.7986
12368,0.788
12369,0.7771
12370,0.766
12371,0.7547
12372,0.7431
12373,0.7314
12374,0.7193
12375,0.7071
12376,0.6947
12377,0.682
12378,0.6691
12379,0.6561
12380,0.6428
12381,0.6293
12382,0.6157
12383,0.6018
12384,0.5878
12385,0.5736
12386,0.5592
12387,0.5446
12388,0.5299
12389,0.515
12390,0.5
12391,0.4848
12392,0.4695
12393,0.454
12394,0.4384
12395,0.4226
12396,0.4067
12397,0.3907
12398,0.3746
12399,0.3584
12400,0.342
12401,0.3256
12402,0.309
12403,0.2924
12404,0.2756
12405,0.2588
12406,0.2419
12407,0.225
12408,0.2079
12409,0.1908
12410,0.1736
12411,0.1564
12412,0.1392
12413,0.1219
12414,0.1045
12415,0.0872
12416,0.0698
12417,0.0523
12418,0.0349
12419,0.0175
12420,0.0
12421,-0.0175
12422,-0.0349
12423,-0.0523
12424,-0.0698
12425,-0.0872
12426,-0.1045
12427,-0.1219
12428,-0.1392
12429,-0.1564
12430,-0.1736
12431,-0.1908
12432,-0.2079
12433,-0.225
12434,-0.2419
12435,-0.2588
12436,-0.2756
12437,-0.2924
12438,-0.309
12439,-0.3256
12440,-0.342
12441,-0.3584
12442,-0.3746
12443,-0.3907
12444,-0.4067
12445,-0.4226
12446,-0.4384
12447,-0.454
12448,-0.4695
12449,-0.4848
12450,-0.5
12451,-0.515
12452,-0.5299
12453,-0.5446
12454,-0.5592
12455,-0.5736
12456,-0.5878
12457,-0.6018
12458,-0.6157
12459,-0.6293
12460,-0.6428
12461,-0.6561
12462,-0.6691
12463,-0.682
12464,-0.6947
12465,-0.7071
12466,-0.7193
12467,-0.7314
12468,-0.7431
12469,-0.7547
12470,-0.766
12471,-0.7771
12472,-0.788
12473,-0.7986
12474,-0.809
12475,-0.8192
12476,-0.829
12477,-0.8387
12478,-0.848
12479,-0.8572
12480,-0.866
12481,-0.8746
12482,-0.8829
12483,-0.891
12484,-0.8988
12485,-0.9063
12486,-0.9135
12487,-0.9205
12488,-0.9272
12489,-0.9336
12490,-0.9397
12491,-0.9455
12492,-0.9511
12493,-0.9563
12494,-0.9613
12495,-0.9659
12496,-0.9703
12497,-0.9744
12498,-0.9781
12499,-0.9816
12500,-0.9848
12501,-0.9877
12502,-0.9903
12503,-0.9925
12504,-0.9945
12505,-0.9962
12506,-0.9976
12507,-0.9986
12508,-0.9994
12509,-0.9998
12510,-1.0
12511,-0.9998
12512,-0.9994
12513,-0.9986
12514,-0.9976
12515,-0.9962
12516,-0.9945
12517,-0.9925
12518,-0.9903
12519,-0.9877
12520,-0.9848
12521,-0.9816
12522,-0.9781
12523,-0.9744
12524,-0.9703
12525,-0.9659
12526,-0.9613
12527,-0.9563
12528,-0.9511
12529,-0.9455
12530,-0.9397
12531,-0.9336
12532,-0.9272
12533,-0.9205
12534,-0.9135
12535,-0.9063
12536,-0.8988
12537,-0.891
12538,-0.8829
12539,-0.8746
12540,-0.866
12541,-0.8572
12542,-0.848
12543,-0.8387
12544,-0.829
12545,-0.8192
12546,-0.809
12547,-0.7986
12548,-0.788
12549,-0.7771
12550,-0.766
12551,-0.7547
12552,-0.7431
12553,-0.7314
12554,-0.7193
12555,-0.7071
12556,-0.6947
12557,-0.682
12558,-0.6691
12559,-0.6561
12560,-0.6428
12561,-0.6293
12562,-0.6157
12563,-0.6018
12564,-0.5878
12565,-0.5736
12566,-0.5592
12567,-0.5446
12568,-0.5299
12569,-0.515
12570,-0.5
12571,-0.4848
12572,-0.4695
12573,-0.454
12574,-0.4384
12575,-0.4226
12576,-0.4067
12577,-0.3907
12578,-0.3746
12579,-0.3584
12580,-0.342
12581,-0.3256
12582,-0.309
12583,-0.2924
12584,-0.2756
12585,-0.2588
12586,-0.2419
12587,-0.225
12588,-0.2079
12589,-0.1908
12590,-0.1736
12591,-0.1564
12592,-0.1392
12593,-0.1219
12594,-0.1045
12595,-0.0872
12596,-0.0698
12597,-0.0523
12598,-0.0349
12599,-0.0175
12600,-0.0
12601,0.0175
12602,0.0349
12603,0.0523
12604,0.0698
12605,0.0872
12606,0.1045
12607,0.1219
12608,0.1392
12609,0.1564
12610,0.1736
12611,0.1908
12612,0.2079
12613,0.225
12614,0.2419
12615,0.2588
12616,0.2756
12617,0.2924
12618,0.309
12619,0.3256
12620,0.342
12621,0.3584
12622,0.3746
12623,0.3907
12624,0.4067
12625,0.4226
12626,0.4384
12627,0.454
12628,0.4695
12629,0.4848
12630,0.5
12631,0.515
12632,0.5299
12633,0.5446
12634,0.5592
12635,0.5736
12636,0.5878
12637,0.6018
12638,0.6157
12639,0.6293
12640,0.6428
12641,0.6561
12642,0.6691
12643,0.682
12644,0.6947
12645,0.7071
12646,0.7193
12647,0.7314
12648,0.7431
12649,0.7547
12650,0.766
12651,0.7771
12652,0.788
12653,0.7986
12654,0.809
12655,0.8192
12656,0.829
12657,0.8387
12658,0.848
12659,0.8572
12660,0.866
12661,0.8746
12662,0.8829
12663,0.891
12664,0.8988
12665,0.9063
12666,0.9135
12667,0.9205
12668,0.9272
12669,0.9336
12670,0.9397
12671,0.9455
12672,0.9511
12673,0.9563
12674,0.9613
12675,0.9659
12676,0.9703
12677,0.9744
12678,0.9781
12679,0.9816
12680,0.9848
12681,0.9877
12682,0.9903
12683,0.9925
12684,0.9945
12685,0.9962
12686,0.9976
12687,0.9986
12688,0.9994
12689,0.9998
12690,1.0
12691,0.9998
12692,0.9994
12693,0.9986
12694,0.9976
12695,0.9962
12696,0.9945
12697,0.9925
12698,0.9903
12699,0.9877
12700,0.9848
12701,0.9816
12702,0.9781
12703,0.9744
12704,0.9703
12705,0.9659
12706,0.9613
12707,0.9563
12708,0.9511
12709,0.9455
12710,0.9397
12711,0.9336
12712,0.9272
12713,0.9205
12714,0.9135
12715,0.9063
12716,0.8988
12717,0.891
12718,0.8829
12719,0.8746
12720,0.866
12721,0.8572
12722,0.848
12723,0.8387
12724,0.829
12725,0.8192
12726,0.809
12727,0.7986
12728,0.788
12729,0.7771
12730,0.766
12731,0.7547
12732,0.7431
12733,0.7314
12734,0.7193
12735,0.7071
12736,0.6947
12737,0.682
12738,0.6691
12739,0.6561
12740,0.6428
12741,0.6293
12742,0.6157
12743,0.6018
12744,0.5878
12745,0.5736
12746,0.5592
12747,0.5446
12748,0.5299
12749,0.515
12750,0.5
12751,0.4848
12752,0.4695
12753,0.454
12754,0.4384
12755,0.4226
12756,0.4067
12757,0.3907
12758,0.3746
12759,0.3584
12760,0.342
12761,0.3256
12762,0.309
12763,0.2924
12764,0.2756
12765,0.2588
12766,0.2419
12767,0.225
12768,0.2079
12769,0.1908
12770,0.1736
12771,0.1564
12772,0.1392
12773,0.1219
12774,0.1045
12775,0.0872
12776,0.0698
12777,0.0523
12778,0.0349
12779,0.0175
12780,-0.0
12781,-0.0175
12782,-0.0349
12783,-0.0523
12784,-0.0698
12785,-0.0872
12786,-0.1045
12787,-0.1219
12788,-0.1392
12789,-0.1564
12790,-0.1736
12791,-0.1908
12792,-0.2079
12793,-0.225
12794,-0.2419
12795,-0.2588
12796,-0.2756
12797,-0.2924
12798,-0.309
12799,-0.3256
12800,-0.342
12801,-0.3584
12802,-0.3746
12803,-0.3907
12804,-0.4067
12805,-0.4226
12806,-0.4384
12807,-0.454
12808,-0.4695
12809,-0.4848
12810,-0.5
12811,-0.515
12812,-0.5299
12813,-0.5446
12814,-0.5592
12815,-0.5736
12816,-0.5878
12817,-0.6018
12818,-0.6157
12819,-0.6293
12820,-0.6428
12821,-0.6561
12822,-0.6691
12823,-0.682
12824,-0.6947
12825,-0.7071
12826,-0.7193
12827,-0.7314
12828,-0.7431
12829,-0.7547
12830,-0.766
12831,-0.7771
12832,-0.788
12833,-0.7986
12834,-0.809
12835,-0.8192
12836,-0.829
12837,-0.8387
12838,-0.848
12839,-0.8572
12840,-0.866
12841,-0.8746
12842,-0.8829
12843,-0.891
12844,-0.8988
12845,-0.9063
12846,-0.9135
12847,-0.9205
12848,-0.9272
12849,-0.9336
12850,-0.9397
12851,-0.9455
12852,-0.9511
12853,-0.9563
12854,-0.9613
12855,-0.9659
12856,-0.9703
12857,-0.9744
12858,-0.9781
12859,-0.9816
12860,-0.9848
12861,-0.9877
12862,-0.9903
12863,-0.9925
12864,-0.9945
12865,-0.9962
12866,-0.9976
12867,-0.9986
12868,-0.9994
12869,-0.9998
12870,-1.0
12871,-0.9998
12872,-0.9994
12873,-0.9986
12874,-0.9976
12875,-0.9962
12876,-0.9945
12877,-0.9925
12878,-0.9903
12879,-0.9877
12880,-0.9848
12881,-0.9816
12882,-0.9781
12883,-0.9744
12884,-0.9703
12885,-0.9659
12886,-0.9613
12887,-0.9563
12888,-0.9511
12889,-0.9455
12890,-0.9397
12891,-0.9336
12892,-0.9272
12893,-0.9205
12894,-0.9135
12895,-0.9063
12896,-0.8988
12897,-0.891
12898,-0.8829
12899,-0.8746
12900,-0.866
12901,-0.8572
12902,-0.848
12903,-0.8387
12904,-0.829
12905,-0.8192
12906,-0.809
12907,-0.7986
12908,-0.788
12909,-0.7771
12910,-0.766
12911,-0.7547
12912,-0.7431
12913,-0.7314
12914,-0.7193
12915,-0.7071
12916,-0.6947
12917,-0.682
12918,-0.6691
12919,-0.6561
12920,-0.6428
12921,-0.6293
12922,-0.6157
12923,-0.6018
12924,-0.5878
12925,-0.5736
12926,-0.5592
12927,-0.5446
12928,-0.5299
12929,-0.515
12930,-0.5
12931,-0.4848
12932,-0.4695
12933,-0.454
12934,-0.4384
12935,-0.4226
12936,-0.4067
12937,-0.3907
12938,-0.3746
12939,-0.3584
12940,-0.342
12941,-0.3256
12942,-0.309
12943,-0.2924
12944,-0.2756
12945,-0.2588
12946,-0.2419
12947,-0.225
12948,-0.2079
12949,-0.1908
12950,-0.1736
12951,-0.1564
12952,-0.1392
12953,-0.1219
12954,-0.1045
12955,-0.0872
12956,-0.0698
12957,-0.0523
12958,-0.0349
12959,-0.0175
12960,-0.0
12961,0.0175
12962,0.0349
12963,0.0523
12964,0.0698
12965,0.0872
12966,0.1045
12967,0.1219
12968,0.1392
12969,0.1564
12970,0.1736
12971,0.1908
12972,0.2079
12973,0.225
12974,0.2419
12975,0.2588
12976,0.2756
12977,0.2924
12978,0.309
12979,0.3256
12980,0.342
12981,0.3584
12982,0.3746
12983,0.3907
12984,0.4067
12985,0.4226
12986,0.4384
12987,0.454
12988,0.4695
12989,0.4848
12990,0.5
12991,0.515
12992,0.5299
12993,0.5446
12994,0.5592
12995,0.5736
12996,0.5878
12997,0.6018
12998,0.6157
12999,0.6293
13000,0.6428
13001,0.6561
13002,0.6691
13003,0.682
13004,0.6947
13005,0.7071
13006,0.7193
13007,0.7314
13008,0.7431
13009,0.7547
13010,0.766
13011,0.7771
13012,0.788
13013,0.7986
13014,0.809
13015,0.8192
13016,0.829
13017,0.8387
13018,0.848
13019,0.8572
13020,0.866
13021,0.8746
13022,0.8829
13023,0.891
13024,0.8988
13025,0.9063
13026,0.9135
13027,0.9205
13028,0.9272
13029,0.9336
13030,0.9397
13031,0.9455
13032,0.9511
13033,0.9563
13034,0.9613
13035,0.9659
13036,0.9703
13037,0.9744
13038,0.9781
13039,0.9816
13040,0.9848
13041,0.9877
13042,0.9903
13043,0.9925
13044,0.9945
13045,0.9962
13046,0.9976
13047,0.9986
13048,0.9994
13049,0.9998
13050,1.0
13051,0.9998
13052,0.9994
13053,0.9986
13054,0.9976
13055,0.9962
13056,0.9945
13057,0.9925
13058,0.9903
13059,0.9877
13060,0.9848
13061,0.9816
13062,0.9781
13063,0.9744
13064,0.9703
13065,0.9659
13066,0.9613
13067,0.9563
13068,0.9511
13069,0.9455
13070,0.9397
13071,0.9336
13072,0.9272
13073,0.9205
13074,0.9135
13075,0.9063
13076,0.8988
13077,0.891
13078,0.8829
13079,0.8746
13080,0.866
13081,0.8572
13082,0.848
13083,0.8387
13084,0.829
13085,0.8192
13086,0.809
13087,0.7986
13088,0.788
13089,0.7771
13090,0.766
13091,0.7547
13092,0.7431
13093,0.7314
13094,0.7193
13095,0.7071
13096,0.6947
13097,0.682
13098,0.6691
13099,0.6561
13100,0.6428
13101,0.6293
13102,0.6157
13103,0.6018
13104,0.5878
13105,0.5736
13106,0.5592
13107,0.5446
13108,0.5299
13109,0.515
13110,0.5
13111,0.4848
13112,0.4695
13113,0.454
13114,0.4384
13115,0.4226
13116,0.4067
13117,0.3907
13118,0.3746
13119,0.3584
13120,0.342
13121,0.3256
13122,0.309
13123,0.2924
13124,0.2756
13125,0.2588
13126,0.2419
13127,0.225
13128,0.2079
13129,0.1908
13130,0.1736
13131,0.1564
13132,0.1392
13133,0.1219
13134,0.1045
13135,0.0872
13136,0.0698
13137,0.0523
13138,0.0349
13139,0.0175
13140,-0.0
13141,-0.0175
13142,-0.0349
13143,-0.0523
13144,-0.0698
13145,-0.0872
13146,-0.1045
13147,-0.1219
13148,-0.1392
13149,-0.1564
13150,-0.1736
13151,-0.1908
13152,-0.2079
